1.png	2:83,202:133;12:343,212:393;648:316,848:366;4:485,204:535
4299.png	103:169,303:219;117:324,317:374;96:113,296:163;539:439,739:489;32:471,232:521;594:140,794:190;10:252,210:302
4301.png	450:366,650:416;11:434,211:484;395:422,595:472
4302.png	19:481,219:531;202:374,402:424;313:425,513:475
4303.png	167:412,367:462;458:398,658:448;61:347,261:397
4304.png	402:476,602:526;453:1,653:51;55:477,255:527
4305.png	21:16,221:66;318:356,518:406;74:476,274:526
4306.png	633:408,833:458;592:344,792:394;370:422,570:472
4307.png	125:377,325:427;329:6,529:56;374:407,574:457
4308.png	228:13,428:63;617:428,817:478;432:363,632:413
4309.png	266:347,466:397;152:11,352:61;482:15,682:65
4311.png	540:346,740:396;445:132,645:182
4312.png	368:123,568:173;57:263,257:313
4313.png	46:197,246:247;475:6,675:56
4314.png	435:124,635:174;635:17,835:67
4315.png	603:72,803:122;392:342,592:392
4316.png	29:239,229:289;601:35,801:85
4317.png	38:296,238:346;462:121,662:171
4318.png	330:6,530:56;630:123,830:173
4319.png	313:85,513:135;608:40,808:90
4321.png	72:485,272:535;626:200,826:250;5:127,205:177;495:6,695:56;636:304,836:354;630:425,830:475
4322.png	22:343,222:393;121:6,321:56;433:466,633:516;633:254,833:304;634:159,834:209;58:163,258:213
4323.png	401:445,601:495;17:170,217:220;522:23,722:73;21:66,221:116;83:8,283:58;52:118,252:168
4324.png	630:359,830:409;382:456,582:506;634:255,834:305;18:165,218:215;608:477,808:527;636:37,836:87
4325.png	73:270,273:320;45:31,245:81;58:393,258:443;586:3,786:53;26:446,226:496;60:139,260:189
4326.png	368:470,568:520;641:23,841:73;639:103,839:153;612:209,812:259;20:354,220:404;629:277,829:327
4327.png	37:375,237:425;290:483,490:533;34:35,234:85;50:140,250:190;51:195,251:245;640:281,840:331
4328.png	618:293,818:343;107:441,307:491;14:184,214:234;79:107,279:157;615:162,815:212;594:431,794:481
4329.png	59:292,259:342;564:25,764:75;492:488,692:538;641:369,841:419;163:11,363:61;28:451,228:501
4331.png	543:251,743:301;557:303,757:353;180:309,380:359;293:250,493:300
4332.png	519:300,719:350;243:251,443:301;249:305,449:355;28:300,228:350
4333.png	649:264,849:314;279:276,479:326;71:283,271:333;491:315,691:365
4334.png	388:303,588:353;518:249,718:299;164:264,364:314;643:308,843:358
4335.png	313:271,513:321;7:268,207:318;524:261,724:311;608:314,808:364
4336.png	7:249,207:299;210:296,410:346;596:308,796:358;477:253,677:303
4337.png	290:297,490:347;18:315,218:365;527:282,727:332;9:263,209:313
4338.png	137:308,337:358;643:295,843:345;344:285,544:335;127:257,327:307
4339.png	269:285,469:335;525:306,725:356;1:276,201:326;617:254,817:304
4341.png	642:353,842:403;148:426,348:476;48:3,248:53;644:268,844:318;610:135,810:185
4342.png	635:135,835:185;240:421,440:471;55:145,255:195;34:54,234:104;611:17,811:67
4343.png	19:249,219:299;604:303,804:353;284:427,484:477;19:100,219:150;639:106,839:156
4344.png	53:289,253:339;605:67,805:117;252:419,452:469;55:351,255:401;26:116,226:166
4345.png	600:316,800:366;473:421,673:471;9:359,209:409;253:436,453:486;641:95,841:145
4346.png	232:433,432:483;53:280,253:330;17:384,217:434;575:419,775:469;644:168,844:218
4347.png	606:116,806:166;31:63,231:113;36:282,236:332;49:371,249:421;311:3,511:53
4348.png	73:424,273:474;18:114,218:164;52:320,252:370;612:140,812:190;635:374,835:424
4349.png	599:296,799:346;10:241,210:291;11:40,211:90;597:393,797:443;280:423,480:473
4351.png	323:163,523:213;335:296,535:346;324:361,524:411
4352.png	515:357,715:407;640:181,840:231;376:281,576:331
4353.png	554:234,754:284;304:303,504:353;636:160,836:210
4354.png	444:310,644:360;647:117,847:167;419:376,619:426
4355.png	379:271,579:321;57:201,257:251;514:162,714:212
4356.png	452:290,652:340;264:380,464:430;536:348,736:398
4357.png	340:300,540:350;589:236,789:286;465:179,665:229
4358.png	374:174,574:224;648:239,848:289;273:303,473:353
4359.png	279:335,479:385;555:309,755:359;400:170,600:220
4361.png	307:290,507:340;26:106,226:156;639:228,839:278;593:284,793:334
4362.png	337:249,537:299;618:273,818:323;446:446,646:496;593:114,793:164
4363.png	496:257,696:307;76:447,276:497;214:296,414:346;619:453,819:503
4364.png	649:112,849:162;397:242,597:292;62:218,262:268;643:206,843:256
4365.png	493:286,693:336;10:299,210:349;300:232,500:282;203:489,403:539
4366.png	20:255,220:305;407:247,607:297;618:446,818:496;590:76,790:126
4367.png	300:281,500:331;24:116,224:166;530:446,730:496;212:227,412:277
4368.png	219:259,419:309;467:250,667:300;33:158,233:208;602:165,802:215
4369.png	642:269,842:319;39:91,239:141;249:294,449:344;600:71,800:121
4371.png	339:368,539:418;551:420,751:470;70:232,270:282;96:351,296:401;83:3,283:53;421:33,621:83
4372.png	620:284,820:334;89:15,289:65;372:403,572:453;605:116,805:166;531:34,731:84;99:123,299:173
4373.png	81:109,281:159;640:62,840:112;62:179,262:229;74:382,274:432;209:29,409:79;398:397,598:447
4374.png	591:32,791:82;601:412,801:462;42:251,242:301;250:395,450:445;625:149,825:199;427:334,627:384
4375.png	91:119,291:169;476:12,676:62;171:40,371:90;415:362,615:412;66:377,266:427;576:282,776:332
4376.png	201:5,401:55;540:399,740:449;69:372,269:422;58:160,258:210;563:247,763:297;307:305,507:355
4377.png	17:273,217:323;374:361,574:411;635:323,835:373;392:30,592:80;58:104,258:154;565:253,765:303
4378.png	551:51,751:101;373:423,573:473;24:275,224:325;172:397,372:447;603:279,803:329;563:181,763:231
4379.png	354:18,554:68;454:385,654:435;284:326,484:376;562:264,762:314;5:356,205:406;61:50,261:100
4381.png	615:264,815:314;594:12,794:62;57:386,257:436;618:418,818:468;587:349,787:399;71:223,271:273;52:322,252:372
4382.png	149:478,349:528;541:482,741:532;9:29,209:79;640:16,840:66;5:380,205:430;34:203,234:253;584:245,784:295
4383.png	115:456,315:506;591:118,791:168;596:317,796:367;593:465,793:515;82:196,282:246;72:313,272:363;556:53,756:103
4384.png	645:112,845:162;95:75,295:125;281:462,481:512;2:448,202:498;570:442,770:492;50:351,250:401;566:375,766:425
4385.png	51:247,251:297;545:279,745:329;61:307,261:357;547:215,747:265;359:455,559:505;65:473,265:523;622:338,822:388
4386.png	452:453,652:503;153:453,353:503;536:152,736:202;5:273,205:323;534:345,734:395;600:255,800:305;81:35,281:85
4387.png	13:247,213:297;608:478,808:528;22:303,222:353;70:370,270:420;558:416,758:466;110:112,310:162;574:140,774:190
4388.png	562:33,762:83;540:311,740:361;44:388,244:438;537:217,737:267;641:87,841:137;95:204,295:254;7:284,207:334
4389.png	96:393,296:443;568:181,768:231;648:93,848:143;564:378,764:428;32:202,232:252;6:101,206:151;564:252,764:302
4391.png	435:281,635:331;430:417,630:467;640:361,840:411;480:200,680:250
4392.png	441:297,641:347;521:155,721:205;570:91,770:141;533:356,733:406
4393.png	445:140,645:190;647:274,847:324;576:351,776:401;553:6,753:56
4394.png	491:157,691:207;565:337,765:387;527:459,727:509;535:14,735:64
4395.png	521:192,721:242;546:351,746:401;477:427,677:477;595:483,795:533
4396.png	490:458,690:508;502:172,702:222;471:5,671:55;450:116,650:166
4397.png	606:440,806:490;589:103,789:153;585:228,785:278;444:52,644:102
4398.png	604:259,804:309;489:465,689:515;580:30,780:80;460:201,660:251
4399.png	435:97,635:147;569:379,769:429;511:150,711:200;578:225,778:275
4401.png	532:17,732:67;65:320,265:370;633:191,833:241;52:266,252:316;356:438,556:488
4402.png	216:0,416:50;642:265,842:315;3:246,203:296;2:360,202:410;523:22,723:72
4403.png	68:411,268:461;5:207,205:257;137:11,337:61;639:261,839:311;584:66,784:116
4404.png	625:230,825:280;600:422,800:472;192:10,392:60;2:130,202:180;590:350,790:400
4405.png	25:425,225:475;9:140,209:190;610:5,810:55;58:194,258:244;620:379,820:429
4406.png	63:176,263:226;65:418,265:468;590:245,790:295;623:448,823:498;176:8,376:58
4407.png	342:11,542:61;5:407,205:457;31:243,231:293;19:170,219:220;585:403,785:453
4408.png	590:385,790:435;585:23,785:73;602:160,802:210;586:334,786:384;8:243,208:293
4409.png	173:443,373:493;50:189,250:239;4:387,204:437;440:448,640:498;641:31,841:81
4411.png	480:359,680:409;446:286,646:336;180:368,380:418
4412.png	559:312,759:362;151:368,351:418;496:240,696:290
4413.png	256:364,456:414;4:339,204:389;619:337,819:387
4414.png	644:271,844:321;642:362,842:412;209:346,409:396
4415.png	487:322,687:372;463:380,663:430;132:369,332:419
4416.png	318:245,518:295;517:356,717:406;27:336,227:386
4417.png	203:379,403:429;455:288,655:338;426:346,626:396
4418.png	366:333,566:383;300:244,500:294;594:360,794:410
4419.png	535:367,735:417;519:310,719:360;285:338,485:388
4421.png	636:231,836:281;338:45,538:95;21:371,221:421;118:25,318:75
4422.png	630:306,830:356;186:50,386:100;3:355,203:405;418:53,618:103
4423.png	186:63,386:113;648:236,848:286;23:238,223:288;621:97,821:147
4424.png	17:306,217:356;15:107,215:157;176:39,376:89;495:40,695:90
4425.png	626:71,826:121;274:44,474:94;646:270,846:320;13:364,213:414
4426.png	563:43,763:93;19:154,219:204;96:66,296:116;340:45,540:95
4427.png	248:54,448:104;12:230,212:280;454:49,654:99;635:329,835:379
4428.png	289:43,489:93;633:438,833:488;68:39,268:89;9:282,209:332
4429.png	280:68,480:118;617:156,817:206;645:76,845:126;632:443,832:493
4431.png	421:481,621:531;29:185,229:235;56:100,256:150;631:348,831:398;579:158,779:208;33:468,233:518;67:357,267:407
4432.png	615:158,815:208;583:385,783:435;56:65,256:115;602:210,802:260;646:68,846:118;318:35,518:85;611:481,811:531
4433.png	575:8,775:58;271:30,471:80;194:480,394:530;42:190,242:240;31:56,231:106;594:241,794:291;58:423,258:473
4434.png	639:243,839:293;638:403,838:453;36:399,236:449;14:163,214:213;56:27,256:77;103:474,303:524;617:49,817:99
4435.png	586:88,786:138;71:453,271:503;646:150,846:200;58:1,258:51;49:325,249:375;589:266,789:316;309:487,509:537
4436.png	585:58,785:108;587:177,787:227;307:7,507:57;11:65,211:115;618:241,818:291;9:408,209:458;35:252,235:302
4437.png	248:487,448:537;643:261,843:311;239:23,439:73;33:124,233:174;50:310,250:360;571:485,771:535;626:144,826:194
4438.png	431:32,631:82;2:225,202:275;378:489,578:539;58:69,258:119;606:83,806:133;17:124,217:174;12:467,212:517
4439.png	68:326,268:376;76:477,276:527;3:94,203:144;582:382,782:432;625:3,825:53;147:16,347:66;577:117,777:167
4441.png	264:488,464:538;510:57,710:107;49:20,249:70;7:89,207:139;497:474,697:524;625:149,825:199;17:170,217:220;275:41,475:91
4442.png	352:21,552:71;433:472,633:522;614:82,814:132;200:460,400:510;614:352,814:402;105:71,305:121;38:195,238:245;43:266,243:316
4443.png	414:477,614:527;460:21,660:71;155:425,355:475;163:31,363:81;1:129,201:179;597:150,797:200;637:450,837:500;644:77,844:127
4444.png	8:13,208:63;336:416,536:466;617:137,817:187;227:31,427:81;492:5,692:55;259:470,459:520;21:293,221:343;619:420,819:470
4445.png	153:446,353:496;346:29,546:79;53:25,253:75;602:257,802:307;30:316,230:366;643:452,843:502;7:115,207:165;561:48,761:98
4446.png	395:43,595:93;576:413,776:463;13:169,213:219;26:2,226:52;620:65,820:115;266:410,466:460;639:5,839:55;55:445,255:495
4447.png	221:4,421:54;353:445,553:495;11:287,211:337;595:328,795:378;3:467,203:517;598:73,798:123;613:211,813:261;556:432,756:482
4448.png	309:48,509:98;546:456,746:506;643:238,843:288;35:50,235:100;30:213,230:263;49:470,249:520;577:56,777:106;202:419,402:469
4449.png	423:444,623:494;0:434,200:484;7:116,207:166;186:487,386:537;613:232,813:282;203:32,403:82;648:476,848:526;610:124,810:174
4451.png	66:283,266:333;13:368,213:418
4452.png	93:185,293:235;304:310,504:360
4453.png	147:270,347:320;268:202,468:252
4454.png	173:286,373:336;253:221,453:271
4455.png	9:122,209:172;39:175,239:225
4456.png	114:177,314:227;289:334,489:384
4457.png	304:220,504:270;596:375,796:425
4458.png	296:373,496:423;266:246,466:296
4459.png	65:238,265:288;181:292,381:342
4461.png	532:42,732:92;329:3,529:53;41:433,241:483;17:348,217:398;593:396,793:446;597:161,797:211
4462.png	310:19,510:69;562:261,762:311;100:121,300:171;638:125,838:175;12:214,212:264;74:476,274:526
4463.png	631:89,831:139;90:195,290:245;389:14,589:64;588:212,788:262;593:358,793:408;82:135,282:185
4464.png	26:387,226:437;552:25,752:75;594:242,794:292;280:13,480:63;616:160,816:210;539:332,739:382
4465.png	556:464,756:514;94:378,294:428;86:242,286:292;632:121,832:171;52:131,252:181;587:383,787:433
4466.png	626:93,826:143;86:210,286:260;547:429,747:479;579:287,779:337;89:27,289:77;541:352,741:402
4467.png	89:115,289:165;606:239,806:289;77:406,277:456;601:372,801:422;444:18,644:68;92:291,292:341
4468.png	23:104,223:154;55:14,255:64;564:416,764:466;39:169,239:219;19:358,219:408;631:275,831:325
4469.png	551:247,751:297;631:42,831:92;530:350,730:400;579:438,779:488;12:200,212:250;100:54,300:104
4471.png	128:313,328:363;642:288,842:338;640:40,840:90;242:420,442:470;11:131,211:181
4472.png	225:268,425:318;392:339,592:389;189:472,389:522;62:321,262:371;543:24,743:74
4473.png	213:313,413:363;444:326,644:376;2:307,202:357;439:246,639:296;504:14,704:64
4474.png	199:312,399:362;515:369,715:419;308:366,508:416;434:269,634:319;644:38,844:88
4475.png	645:179,845:229;147:249,347:299;342:33,542:83;438:284,638:334;207:307,407:357
4476.png	533:275,733:325;563:482,763:532;67:26,267:76;310:253,510:303;8:226,208:276
4477.png	335:466,535:516;21:17,221:67;531:282,731:332;206:323,406:373;67:488,267:538
4478.png	20:370,220:420;404:7,604:57;483:271,683:321;224:300,424:350;398:417,598:467
4479.png	38:363,238:413;89:269,289:319;346:354,546:404;72:474,272:524;476:24,676:74
4481.png	531:175,731:225;110:146,310:196;408:292,608:342
4482.png	38:176,238:226;11:52,211:102;80:332,280:382
4483.png	55:186,255:236;148:319,348:369;515:345,715:395
4484.png	575:177,775:227;105:390,305:440;83:276,283:326
4485.png	17:31,217:81;604:373,804:423;27:186,227:236
4486.png	446:290,646:340;15:35,215:85;80:176,280:226
4487.png	31:144,231:194;201:351,401:401;633:37,833:87
4488.png	404:303,604:353;615:194,815:244;190:312,390:362
4489.png	458:299,658:349;250:357,450:407;59:224,259:274
4491.png	596:175,796:225;33:230,233:280
4492.png	391:458,591:508;62:184,262:234
4493.png	77:449,277:499;618:222,818:272
4494.png	71:466,271:516;25:301,225:351
4495.png	620:188,820:238;578:339,778:389
4496.png	35:226,235:276;7:306,207:356
4497.png	47:388,247:438;484:479,684:529
4498.png	626:240,826:290;335:465,535:515
4499.png	618:209,818:259;74:130,274:180
4501.png	578:311,778:361;552:86,752:136;624:168,824:218;562:441,762:491
4502.png	643:335,843:385;603:179,803:229;628:243,828:293;523:105,723:155
4503.png	591:269,791:319;614:396,814:446;517:97,717:147;509:328,709:378
4504.png	612:189,812:239;508:94,708:144;507:42,707:92;631:456,831:506
4505.png	606:152,806:202;544:385,744:435;621:305,821:355;527:38,727:88
4506.png	615:53,815:103;539:353,739:403;527:443,727:493;625:272,825:322
4507.png	645:113,845:163;515:219,715:269;518:320,718:370;620:372,820:422
4508.png	514:49,714:99;507:164,707:214;549:365,749:415;637:456,837:506
4509.png	630:370,830:420;531:271,731:321;553:444,753:494;558:157,758:207
4511.png	579:367,779:417;593:51,793:101;527:218,727:268;600:115,800:165;503:285,703:335;529:460,729:510
4512.png	487:403,687:453;435:6,635:56;486:338,686:388;647:189,847:239;538:259,738:309;497:488,697:538
4513.png	633:104,833:154;452:26,652:76;582:173,782:223;628:352,828:402;566:478,766:528;612:268,812:318
4514.png	556:102,756:152;597:396,797:446;556:323,756:373;496:257,696:307;563:159,763:209;449:448,649:498
4515.png	643:27,843:77;587:118,787:168;506:390,706:440;486:267,686:317;602:176,802:226;544:457,744:507
4516.png	436:222,636:272;639:299,839:349;422:314,622:364;637:233,837:283;450:20,650:70;446:164,646:214
4517.png	582:0,782:50;582:393,782:443;473:244,673:294;585:154,785:204;569:466,769:516;527:334,727:384
4518.png	614:124,814:174;547:219,747:269;460:287,660:337;521:375,721:425;634:447,834:497;636:53,836:103
4519.png	502:104,702:154;626:293,826:343;600:160,800:210;532:358,732:408;648:437,848:487;423:48,623:98
4521.png	576:103,776:153;587:341,787:391;539:222,739:272
4522.png	530:481,730:531;522:393,722:443;331:114,531:164
4523.png	336:485,536:535;626:276,826:326;572:115,772:165
4524.png	478:433,678:483;19:463,219:513;226:429,426:479
4525.png	633:347,833:397;117:452,317:502;361:388,561:438
4526.png	437:90,637:140;395:449,595:499;38:471,238:521
4527.png	488:427,688:477;570:329,770:379;304:42,504:92
4528.png	547:290,747:340;613:69,813:119;127:388,327:438
4529.png	641:95,841:145;113:390,313:440;455:446,655:496
4531.png	1:366,201:416;74:25,274:75;63:104,263:154;639:126,839:176;66:471,266:521;585:240,785:290;638:36,838:86
4532.png	635:121,835:171;637:237,837:287;66:138,266:188;59:321,259:371;581:364,781:414;611:46,811:96;605:427,805:477
4533.png	582:356,782:406;55:64,255:114;608:15,808:65;9:218,209:268;11:427,211:477;644:438,844:488;8:124,208:174
4534.png	37:13,237:63;22:320,222:370;614:213,814:263;44:134,244:184;571:280,771:330;625:438,825:488;46:188,246:238
4535.png	596:436,796:486;636:85,836:135;593:156,793:206;56:49,256:99;32:153,232:203;643:213,843:263;75:296,275:346
4536.png	576:135,776:185;3:407,203:457;8:157,208:207;4:271,204:321;643:216,843:266;579:76,779:126;572:361,772:411
4537.png	14:389,214:439;73:484,273:534;1:278,201:328;603:143,803:193;589:206,789:256;633:375,833:425;43:28,243:78
4538.png	604:326,804:376;629:485,829:535;34:409,234:459;587:226,787:276;50:303,250:353;576:105,776:155;598:173,798:223
4539.png	36:235,236:285;623:183,823:233;38:120,238:170;62:445,262:495;594:454,794:504;9:316,209:366;645:294,845:344
4541.png	518:79,718:129;228:89,428:139
4542.png	126:431,326:481;380:87,580:137
4543.png	125:433,325:483;221:96,421:146
4544.png	566:93,766:143;195:97,395:147
4545.png	496:99,696:149;67:82,267:132
4546.png	625:85,825:135;151:105,351:155
4547.png	601:433,801:483;395:92,595:142
4548.png	55:99,255:149;135:436,335:486
4549.png	418:89,618:139;246:434,446:484
4551.png	43:140,243:190;14:12,214:62;647:66,847:116;29:218,229:268;34:275,234:325;624:165,824:215
4552.png	34:331,234:381;22:247,222:297;643:475,843:525;581:56,781:106;599:118,799:168;63:449,263:499
4553.png	10:4,210:54;637:391,837:441;11:205,211:255;640:69,840:119;642:170,842:220;606:17,806:67
4554.png	8:214,208:264;1:341,201:391;631:246,831:296;623:140,823:190;45:17,245:67;597:44,797:94
4555.png	577:375,777:425;68:302,268:352;630:34,830:84;31:0,231:50;647:430,847:480;38:175,238:225
4556.png	584:362,784:412;15:465,215:515;36:152,236:202;621:39,821:89;29:207,229:257;635:159,835:209
4557.png	609:449,809:499;616:200,816:250;624:32,824:82;591:316,791:366;29:482,229:532;44:391,244:441
4558.png	44:173,244:223;646:365,846:415;45:67,245:117;589:171,789:221;593:88,793:138;7:446,207:496
4559.png	31:268,231:318;635:13,835:63;603:211,803:261;21:464,221:514;607:140,807:190;594:357,794:407
4561.png	228:1,428:51;65:288,265:338;138:399,338:449;110:149,310:199;96:52,296:102;496:481,696:531;595:15,795:65
4562.png	121:480,321:530;125:250,325:300;181:390,381:440;204:162,404:212;225:41,425:91;564:5,764:55;233:100,433:150
4563.png	28:441,228:491;214:349,414:399;4:211,204:261;233:122,433:172;254:198,454:248;125:0,325:50;289:483,489:533
4564.png	118:420,318:470;283:0,483:50;51:185,251:235;406:479,606:529;114:264,314:314;105:59,305:109;91:368,291:418
